,PTS,PTS.1,G_x,SRS_x,SOS_x,Tm._x,Opp._x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Conf_x,G_y,SRS_y,SOS_y,Tm._y,Opp._y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Conf_y
PF_x,0.030655801542668747,0.09914897361103032,-0.11643859010092508,-0.22676696771820806,-0.15633124068367904,0.03935379256998782,0.24032143258242758,-0.06313250631934458,0.07799899651247662,-0.16359417286695116,-0.18314259579636927,-0.1687165257820598,-0.11378358308377748,0.35941078443912705,0.43061360572419716,-0.1269871809942751,0.2829947311157894,0.03255923146008695,-0.12729396729067813,0.24939188093447187,-0.09524558360917859,0.48624356666259777,1.0,0.19758650892598387,-0.055847692629049296,-0.14754917563163122,-0.155169738399476,0.03875770017597515,0.0905999117631946,-0.021221526475435484,0.0036637883536143174,-0.03161443126702987,-0.05112257437897191,-0.06006854751388548,-0.0003009780294528802,0.18285818939541817,0.222608553689392,-0.073170273743063,0.10357950829383898,0.017676948269648964,-0.03884175994800659,0.09300091822643311,-0.09260075306994908,0.2392948599984488,0.30268535177298017,0.19570661148651586
Conf_x,0.010038713299403854,-0.0030824778780693526,-0.06263512585099171,-0.1974861593753531,-0.22039384620521985,0.01127885950933273,0.06239764660334672,-0.013642989918228193,0.03395253262205204,-0.05429936636154923,-0.043530057109586226,-0.0462370118956201,-0.02035956815527188,0.08550495837285059,0.14251015422708738,-0.1495459861904069,0.08099712345053983,0.0181343037999251,-0.061859822968534886,0.10750666137001029,-0.07790967213036458,0.1428696472959234,0.19758650892598387,1.0,-0.07287725056276992,-0.19522638386685057,-0.2205214460076839,0.009638181384871583,0.05360525715543912,-0.01378038902933422,0.04637735056300077,-0.0662732791720664,-0.03735373179778164,-0.0354604734052789,-0.02342380489423384,0.07751621782352543,0.13210856693834838,-0.1429315226869655,0.09315569257261036,0.04293181027624572,-0.06321906923918419,0.1048849966207428,-0.08754244582421386,0.14365057426693303,0.18949525175495072,0.9443610946246163
G_y,-0.14010281484715237,0.19077986534165878,0.1989717268552931,0.26770607385674305,0.3516819747249387,0.02946866653031161,-0.049010693835231475,0.013369539597265485,-0.008210401482262706,0.025061815601851008,-0.01779479943279168,-0.0197712151252486,-0.009343980956852889,0.06584496730990216,0.04553189704789882,0.0639317885219827,0.027256923542581572,0.033590955355047594,0.049713047433512236,-0.006861420139339261,0.09479107314696152,-0.06396800948515788,-0.055847692629049296,-0.07287725056276992,1.0,0.6286006079576525,0.40017870635123026,0.37343527057701126,-0.33781455247747627,0.3459921805463678,0.15738834782764793,0.3541854706197986,0.18724281655027475,0.09846330294406624,0.25830456486269976,0.16422332387352415,0.10428446322650049,0.1791497838964593,0.13662334254436273,0.2812157685866745,0.35935095762272895,0.10492738621241712,0.23112474542751477,-0.294828627191756,-0.12363231372735563,-0.07398900805282868
SRS_y,-0.15547481160903345,0.1850972290369126,0.2782370892752086,0.641645493950221,0.7879491273543325,0.07950241703657346,-0.16135465506357727,0.059975217938477474,0.010950658885712491,0.07315648769202357,0.01706150628559411,0.021811525588226535,-0.005799351448255939,0.08178874994906467,0.036623427391845785,0.12613018941653562,0.028772052280252855,0.1193224057175597,0.1659793772215541,-0.06484232377944164,0.24098652837412593,-0.21081493730857273,-0.14754917563163122,-0.19522638386685057,0.6286006079576525,1.0,0.8186227779050633,0.4348276336129748,-0.474221810393567,0.40241383318936397,0.18124922265287327,0.4134657994431223,0.19793493873614654,0.12519580674097275,0.2388480503563499,0.20679162697553033,0.12449951087668988,0.24468770306474072,0.14966470464970713,0.38104139267131787,0.47396720892745375,0.10352693241746845,0.3844004449210062,-0.42426474362090183,-0.22691510734149034,-0.19799071224449327
SOS_y,-0.02458786656229717,0.027818214674468756,0.35882102170074476,0.7944513065589264,0.9584910394835279,0.12236677152905245,-0.1994118184341045,0.08985714932698699,0.026864230803635262,0.10088006336183958,0.023071231053069602,0.02307682148370828,0.00636272875030798,0.13191484604203685,0.07367957635767945,0.17049632893495067,0.05124626065959465,0.1596189972757849,0.22258488831739795,-0.053189332602538365,0.3044496328270553,-0.239040614954837,-0.155169738399476,-0.2205214460076839,0.40017870635123026,0.8186227779050633,1.0,0.1218393951023604,-0.20675998995043665,0.09431069342841845,0.0418802231955813,0.09308606282470858,0.01791654167258977,0.017895544647734737,0.003609987682558524,0.12346186477627352,0.06298608022825171,0.17300411332054197,0.055029902087620326,0.16995646736694422,0.23091392329383117,-0.047284063717133576,0.3079406600899832,-0.2528320964696129,-0.15090140730480472,-0.22020394291963807
Tm._y,0.12375383213583785,0.4568074569999241,0.022191112669079246,0.07853072537222214,0.12078687607994774,0.123433149841745,0.09056291898720605,0.10079966857931442,0.06769218641733316,0.08280038659701856,0.09006470281965827,0.07820635565638892,0.06049660415727448,0.06555153001484716,0.047735713737632364,0.06021679134097414,0.01739212749675973,0.023214618912746173,0.05528008921818665,0.007724399548237308,-0.014636762375377681,-0.01279913112020912,0.03875770017597515,0.009638181384871583,0.37343527057701126,0.4348276336129748,0.1218393951023604,1.0,0.27923687443173784,0.9133328417661734,0.6748599976403997,0.699772449575546,0.48285019279827623,0.33426690309386226,0.5154447879196107,0.4787975326483109,0.3986238756692823,0.2886571614570969,0.20005379173735982,0.48354614410346425,0.6354847629853133,0.21282448677509677,0.14098476179802055,-0.17979525721188344,0.03252917686596364,0.012905034365096291
Opp._y,0.40851858106507855,0.1338645932059217,-0.07180432568487413,-0.15814325411984861,-0.19255128819627845,0.088455158978896,0.14691748655328493,0.07090012338792905,0.06844041105900042,0.039918746662168346,0.07078491368878237,0.05817763137463533,0.05624277444815144,0.04417033919753071,0.035395017829042356,0.03709250935917591,0.014014681382922403,-0.026259943060177638,0.003071747013265781,0.05663030464350526,-0.08213891362773865,0.08143252094669635,0.0905999117631946,0.05360525715543912,-0.33781455247747627,-0.474221810393567,-0.20675998995043665,0.27923687443173784,1.0,0.227251308334333,0.36645981143113016,-0.011352893518208059,0.10378022117283475,0.10344024346280961,0.03185359077528484,0.21193246933027987,0.20711672823604335,0.04650868623865038,-0.04131176574594481,-0.07811182935097676,-0.014850252794022382,-0.09433256542202298,-0.2052979640820585,0.3121210072578865,0.2364165063686593,0.06733834588460726
FG_y,0.09745768458584558,0.4105839255937531,0.009586118226269437,0.05781420827682005,0.08835132859062866,0.09479584344549453,0.06822429538397118,0.08209572291294177,0.04872926077786314,0.07296479009774857,0.09735623407927624,0.0851706953814837,0.06536928200375806,0.021393464655855135,-0.0002712694455012377,0.06092480945148316,-0.008513983939780126,0.002537748333345192,0.048664292589236643,-0.002826579295096658,-0.023384640343396112,-0.034259816801148306,-0.021221526475435484,-0.01378038902933422,0.3459921805463678,0.40241383318936397,0.09431069342841845,0.9133328417661734,0.227251308334333,1.0,0.7358021719997366,0.7673725707808506,0.3342141760283492,0.17470822462027064,0.47933828798002903,0.16385822190170732,0.11918591438391826,0.14438881627837807,0.18549970507585606,0.4489692068468399,0.6796947438487656,0.24291308403588877,0.17554625409366686,-0.22736305542681115,-0.07017345643273594,-0.012703930961276118
FGA_y,0.1430126692529415,0.29714833493430787,-0.013764963298273186,0.010008791450079086,0.03306257667267683,0.05846748519619332,0.06492158076452421,0.04342506060199583,0.06991821461224917,-0.004632131783579647,0.03583522423869663,0.041601401746469036,0.00017932550794395272,0.043879628443375,0.03499397289718211,0.03384345407406095,0.04946405316392889,0.03478751490068658,0.03051664900463817,0.06041201096418977,0.004438083028895661,0.027891678419795986,0.0036637883536143174,0.04637735056300077,0.15738834782764793,0.18124922265287327,0.0418802231955813,0.6748599976403997,0.36645981143113016,0.7358021719997366,1.0,0.13210294508071738,0.29014718013215485,0.2944404206557302,0.11182747222674717,0.09755728813149118,0.09528628371100809,0.010603749164719414,0.5286534029342397,0.5970698539429621,0.40837030151738235,0.295550383173807,0.18452422600071908,-0.14745068583264098,0.07806130548023196,0.042531955737484604
FG%_y,0.007967937847701851,0.3199101192211254,0.024069522865616314,0.07119683718757197,0.0935437359731854,0.08265774800522536,0.03953617225613478,0.07825096391066086,0.0036363651691949366,0.11138910257969956,0.1088975418054533,0.08539768471698396,0.09635728628031907,-0.010723372993750282,-0.03322487625905322,0.054947168693792695,-0.061117170253257094,-0.03101303446335626,0.04156337467786826,-0.06116967390863444,-0.04018255719790624,-0.0748998776497804,-0.03161443126702987,-0.0662732791720664,0.3541854706197986,0.4134657994431223,0.09308606282470858,0.699772449575546,-0.011352893518208059,0.7673725707808506,0.13210294508071738,1.0,0.21809442089857892,-0.018562914946842715,0.5960335425583748,0.14877411711967992,0.08734199385860705,0.19700190361621733,-0.22659103358612379,0.0937160758924086,0.608705246634104,0.07281790719227445,0.0801386046435743,-0.1912791390491847,-0.17327378134060017,-0.0613314593270361
3P_y,0.04368465202404308,0.23797495467439891,-0.022362969916246145,0.004823678280405435,0.011682709704803455,0.09774388949722572,0.08596004698854863,0.10280386671964431,0.04479509358911931,0.10851277566685812,0.09857048240387117,0.08189593761496064,0.07719572985328733,-0.013096632439161017,-0.027824459221765206,0.03734479902699449,-0.05088512143201803,0.0065274655639622784,0.05698299113717719,-0.04483367881891796,-0.02035810752144888,-0.0550281700976784,-0.05112257437897191,-0.03735373179778164,0.18724281655027475,0.19793493873614654,0.01791654167258977,0.48285019279827623,0.10378022117283475,0.3342141760283492,0.29014718013215485,0.21809442089857892,1.0,0.9228875448129897,0.5708035081127105,-0.0641999804100514,-0.15506346590717837,0.2279223986195825,-0.11238083803379371,0.09863492179096639,0.3229960464002812,-0.12787529316797583,-0.14358427682484898,-0.30311128358665423,-0.17883879763501234,-0.03803118385226287
3PA_y,0.04710014291575511,0.165079579220871,-0.018242107334408713,0.01541161282605377,0.016273568788048184,0.08820308626443726,0.06879176593663226,0.0928452728103212,0.05121425835963093,0.08738608510652163,0.08420058007045074,0.07400153595886923,0.0569364937281939,-0.008778291212891809,-0.020198087428291513,0.029047725765146384,-0.028569806794117004,0.025276979719178517,0.056728621177433686,-0.025761814262217953,-0.0029032145945295934,-0.05597232725135381,-0.06006854751388548,-0.0354604734052789,0.09846330294406624,0.12519580674097275,0.017895544647734737,0.33426690309386226,0.10344024346280961,0.17470822462027064,0.2944404206557302,-0.018562914946842715,0.9228875448129897,1.0,0.21558691781251468,-0.08169451765304794,-0.15418862421206797,0.1705088595679581,-0.042600101323880875,0.11628385336422718,0.18717487579169742,-0.11350164844607245,-0.10823778214796273,-0.2537501513201398,-0.15886738662774486,-0.038795353447687704
3P%_y,0.004466921944254008,0.25080927763394334,-0.022616603810197394,-0.02129273637409133,-0.006559050130013437,0.05622687532121765,0.0678200550468884,0.06079605601841029,0.001446035482833554,0.08920419020127772,0.06879634401094813,0.047344224153755075,0.07542579673189785,-0.01916379090009145,-0.02993519052729302,0.02535097070966261,-0.06761078840440808,-0.03857450127764391,0.027754378466920117,-0.05729960849239058,-0.04427678102552203,-0.019876823433511808,-0.0003009780294528802,-0.02342380489423384,0.25830456486269976,0.2388480503563499,0.003609987682558524,0.5154447879196107,0.03185359077528484,0.47933828798002903,0.11182747222674717,0.5960335425583748,0.5708035081127105,0.21558691781251468,1.0,0.0108287673312256,-0.0635532416164173,0.20788873843179762,-0.19873898523999964,0.00741230646212008,0.43223059925412477,-0.07725931880217002,-0.11961215228885459,-0.2291449431073883,-0.11886990547685326,-0.020902404089618683
FT_y,0.10288936639197273,0.22036438322104132,0.057524547982613264,0.09151015112554098,0.1378954700494439,0.07274025952384347,0.04509656027869093,0.03380915057620864,0.05140310019964717,0.0010382686663692453,-0.0231017330062729,-0.019024173965005765,-0.022618256333570976,0.14282442381527344,0.149301732296304,0.012101279572698066,0.09837951989052159,0.054177648751669784,0.010844662582467416,0.055188973243567925,0.022860736234672205,0.07179262384092487,0.18285818939541817,0.07751621782352543,0.16422332387352415,0.20679162697553033,0.12346186477627352,0.4787975326483109,0.21193246933027987,0.16385822190170732,0.09755728813149118,0.14877411711967992,-0.0641999804100514,-0.08169451765304794,0.0108287673312256,1.0,0.9360116806396591,0.32994474223742537,0.22944791803908005,0.3065301932573749,0.08569226537556171,0.1552547558496277,0.11083890588292614,0.18875897194635702,0.3532263625181269,0.08419209261682054
FTA_y,0.09563484391206843,0.17583624426632777,0.03647988550271884,0.04485868645809807,0.0781727069037274,0.055426567635963396,0.037309519976609876,0.011657885026979738,0.04405422318053351,-0.023561841705099663,-0.038153208267320764,-0.029293166376294987,-0.037541464422039796,0.15183165599470091,0.1746722016423809,-0.03078026665186367,0.11502849336351376,0.05725863030656328,-0.003644029511044593,0.08680315828627078,0.013626704923364865,0.11686219432315995,0.222608553689392,0.13210856693834838,0.10428446322650049,0.12449951087668988,0.06298608022825171,0.3986238756692823,0.20711672823604335,0.11918591438391826,0.09528628371100809,0.08734199385860705,-0.15506346590717837,-0.15418862421206797,-0.0635532416164173,0.9360116806396591,1.0,-0.01965948778830942,0.3285412810631122,0.3559658390857463,0.055800680972500634,0.2229243271302597,0.1540634687448314,0.31804260858034766,0.42454175759677504,0.13983510428394008
FT%_y,0.033410090879211866,0.1522679222936589,0.064952603967705,0.13032914775771753,0.17409593016782413,0.05908149775142914,0.034794243461580464,0.06439614820843041,0.03160471699572821,0.062038593233154575,0.03553378694759423,0.023430019830625017,0.03459373484517733,0.003152407349078732,-0.04005635856656312,0.12010563781491199,-0.025148148834114762,0.0025801778996379044,0.03032354751165861,-0.08048857335309503,0.02817908301667649,-0.10805121383918653,-0.073170273743063,-0.1429315226869655,0.1791497838964593,0.24468770306474072,0.17300411332054197,0.2886571614570969,0.04650868623865038,0.14438881627837807,0.010603749164719414,0.19700190361621733,0.2279223986195825,0.1705088595679581,0.20788873843179762,0.32994474223742537,-0.01965948778830942,1.0,-0.23911963247738835,-0.08610163118997036,0.08107795729930158,-0.16100566771284397,-0.09713694914039588,-0.30391834398451384,-0.1275949914975064,-0.1451034227236473
ORB_y,-0.01495264432415877,0.08253898885906673,0.02545569789366514,0.02713318362827146,0.05808434764115869,0.014328060380205319,0.021586143600260323,-0.012230205216279013,0.05223442408773134,-0.06879319294073491,-0.05772260132373373,-0.03368018108875933,-0.0770526396652385,0.10246578904997403,0.12212014420339683,-0.03314397573110001,0.12351568107241934,0.04664496106061907,-0.003785751677717143,0.1347992942062903,0.045139860259634346,0.1098554790838037,0.10357950829383898,0.09315569257261036,0.13662334254436273,0.14966470464970713,0.055029902087620326,0.20005379173735982,-0.04131176574594481,0.18549970507585606,0.5286534029342397,-0.22659103358612379,-0.11238083803379371,-0.042600101323880875,-0.19873898523999964,0.22944791803908005,0.3285412810631122,-0.23911963247738835,1.0,0.7253466398610698,0.0877994920114334,0.2678880740055947,0.23488778938811844,0.22154118248929297,0.28461393325497175,0.08587218151404159
TRB_y,-0.029969301060723923,0.21283951248781244,0.02349419509779301,0.11838513774941943,0.16382632923466756,0.024876140268921373,-0.019065602271447303,0.006127843476815083,0.0402628447931662,-0.03166943687919597,0.0028782374563082556,0.021146761282820576,-0.04029507902039946,0.05382431101938644,0.05734350038575175,0.0011132603409787659,0.045801813103499754,0.04435101671984183,0.02069048588816528,0.05326573903434861,0.048915316463733115,-0.026243185315436103,0.017676948269648964,0.04293181027624572,0.2812157685866745,0.38104139267131787,0.16995646736694422,0.48354614410346425,-0.07811182935097676,0.4489692068468399,0.5970698539429621,0.0937160758924086,0.09863492179096639,0.11628385336422718,0.00741230646212008,0.3065301932573749,0.3559658390857463,-0.08610163118997036,0.7253466398610698,1.0,0.31463400588336776,0.010228851306971015,0.3743467742985757,0.058519741902079814,0.0382537017573252,0.02922167914947931
AST_y,0.017630465049061225,0.29044937309489555,0.06398341906116034,0.17743333669487452,0.22289147753067662,0.07402711676846259,0.0038171171673784354,0.07158981874585077,0.05210396746730125,0.05557202280982409,0.05448068096124425,0.05078866402762369,0.03581159838121751,0.01527763134049465,-0.002948813264848622,0.040989468180002556,0.006148475324145577,0.030226058751008162,0.11039244180478266,0.035366426479003094,0.04659401352255979,-0.02896517536198245,-0.03884175994800659,-0.06321906923918419,0.35935095762272895,0.47396720892745375,0.23091392329383117,0.6354847629853133,-0.014850252794022382,0.6796947438487656,0.40837030151738235,0.608705246634104,0.3229960464002812,0.18717487579169742,0.43223059925412477,0.08569226537556171,0.055800680972500634,0.08107795729930158,0.0877994920114334,0.31463400588336776,1.0,0.24164066693621056,0.18907599803884148,-0.13306809406126469,-0.13799190946079762,-0.06851294255381354
STL_y,-0.038826458421863067,0.07923683878703697,0.014484469634608584,-0.05865640287329707,-0.05396650267022952,0.010751182331875242,0.04325091214122404,0.0024966414827080263,0.0620011467404128,-0.053435658229515876,-0.042161537637784616,-0.03019189105316975,-0.04219641931839509,0.05042076910828482,0.08160542427261595,-0.0792830655918328,0.13132915849478544,0.052958393441117045,0.03166071092169015,0.14151568503813594,0.0023615057788409165,0.18853856038614905,0.09300091822643311,0.1048849966207428,0.10492738621241712,0.10352693241746845,-0.047284063717133576,0.21282448677509677,-0.09433256542202298,0.24291308403588877,0.295550383173807,0.07281790719227445,-0.12787529316797583,-0.11350164844607245,-0.07725931880217002,0.1552547558496277,0.2229243271302597,-0.16100566771284397,0.2678880740055947,0.010228851306971015,0.24164066693621056,1.0,0.1344138368076077,0.19976651341240373,0.24063720725578674,0.10305387540545945
BLK_y,-0.07269396861311946,0.06982278357690759,0.08776563200114977,0.2403330827683366,0.29907461987104145,-0.014226509850256872,-0.0878324177850688,-0.01443158891912434,0.006190360794124946,-0.028422552523385346,-0.0237084596507273,-0.00917330126949271,-0.04300526237221738,0.007535742473888852,0.0033667226361776097,0.014576556088575037,0.035854690540462725,0.05310985761753822,0.04433646718776657,0.0035548904014944325,0.09796204235196608,-0.08058349818575333,-0.09260075306994908,-0.08754244582421386,0.23112474542751477,0.3844004449210062,0.3079406600899832,0.14098476179802055,-0.2052979640820585,0.17554625409366686,0.18452422600071908,0.0801386046435743,-0.14358427682484898,-0.10823778214796273,-0.11961215228885459,0.11083890588292614,0.1540634687448314,-0.09713694914039588,0.23488778938811844,0.3743467742985757,0.18907599803884148,0.1344138368076077,1.0,0.00535851172262077,-0.09729779938541472,-0.07757162813604822
TOV_y,0.11197326899280607,-0.08596026932948263,-0.0762111325423747,-0.20665400694619893,-0.23546673976290808,-0.008884093651426082,0.07980162986987151,-0.030863727692987734,0.03204952041544789,-0.07339520318559399,-0.06897448243794309,-0.06506600008869552,-0.03598867169216498,0.08459247035592432,0.13238498564138584,-0.11434950800090296,0.10809823400232794,-0.02273468869584604,-0.02206208927993021,0.20385887710206443,-0.07528100568176908,0.28388399431410166,0.2392948599984488,0.14365057426693303,-0.294828627191756,-0.42426474362090183,-0.2528320964696129,-0.17979525721188344,0.3121210072578865,-0.22736305542681115,-0.14745068583264098,-0.1912791390491847,-0.30311128358665423,-0.2537501513201398,-0.2291449431073883,0.18875897194635702,0.31804260858034766,-0.30391834398451384,0.22154118248929297,0.058519741902079814,-0.13306809406126469,0.19976651341240373,0.00535851172262077,1.0,0.4882143177711997,0.146351392961402
PF_y,0.07749507328682322,8.680058614897917e-06,-0.0570514188966928,-0.14069189373004684,-0.14823539930510005,0.04228166863060603,0.09299704987485405,-0.018028348360084295,0.009694813966424565,-0.033304630526085434,-0.06305319479898734,-0.07170662160954168,-0.007815035565243792,0.1939480207099728,0.23204736373295148,-0.06746243908113918,0.10261911012492889,0.022092252071619176,-0.0403259638563126,0.10743959689851316,-0.07968170567749008,0.24277093816472203,0.30268535177298017,0.18949525175495072,-0.12363231372735563,-0.22691510734149034,-0.15090140730480472,0.03252917686596364,0.2364165063686593,-0.07017345643273594,0.07806130548023196,-0.17327378134060017,-0.17883879763501234,-0.15886738662774486,-0.11886990547685326,0.3532263625181269,0.42454175759677504,-0.1275949914975064,0.28461393325497175,0.0382537017573252,-0.13799190946079762,0.24063720725578674,-0.09729779938541472,0.4882143177711997,1.0,0.19323312749188376
Conf_y,0.012252266072660865,-0.002318848503539788,-0.06466233275346336,-0.19392906794956105,-0.2189362363349075,0.010826716934176386,0.054587028661140534,-0.010509171536595576,0.040458445543338085,-0.05563313552156819,-0.04625889209358913,-0.046435463526258755,-0.02404174952357786,0.08007054142688891,0.13505991072328438,-0.1440179181436519,0.0869828266808333,0.03141768212591419,-0.05718367839267447,0.11187009707258393,-0.08353887558937483,0.14273397532681545,0.19570661148651586,0.9443610946246163,-0.07398900805282868,-0.19799071224449327,-0.22020394291963807,0.012905034365096291,0.06733834588460726,-0.012703930961276118,0.042531955737484604,-0.0613314593270361,-0.03803118385226287,-0.038795353447687704,-0.020902404089618683,0.08419209261682054,0.13983510428394008,-0.1451034227236473,0.08587218151404159,0.02922167914947931,-0.06851294255381354,0.10305387540545945,-0.07757162813604822,0.146351392961402,0.19323312749188376,1.0
