School,G,SRS,SOS,Tm.,Opp.,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Providence NCAA,33,12.89,6.55,77.3,71,27.3,59.8,0.456,6.61,19.1,0.346,16.1,21.7,0.742,12.1,38.1,14.6,6.85,4.45,11.7,15
Purdue NCAA,35,18.23,8.31,72.7,62.7,25.3,55.3,0.457,6.83,21.2,0.322,15.3,20.6,0.744,12.3,38.7,15.5,4.74,3.69,11.1,13.7
Purdue Fort Wayne,32,-5.46,-4.96,73.9,69.8,26.1,59.6,0.439,9.63,27.8,0.346,12,17,0.705,9.94,35.6,13.1,7.34,2.31,13.2,14.6
Queens (NC),33,-4.16,-4.26,77.7,74.6,26.6,59.9,0.444,9.24,26.5,0.349,15.2,21.2,0.721,11.2,37.3,13.8,6.18,2.18,12.5,16.1
Quinnipiac,32,-2.43,-5.2,73,69.7,25.8,59.6,0.433,8.22,22.7,0.363,13.1,19.7,0.667,11.4,37.4,13.1,6.13,2.56,12.6,16.4
Radford,36,-1.86,-3.86,69.3,64.8,25.9,56.2,0.46,6.53,18.2,0.359,11.1,16.1,0.689,10.3,33.4,11.8,7,2.86,11.8,16.8
Rhode Island,31,-4.16,0.49,66,70.6,22.5,56.9,0.394,5.42,17.8,0.304,15.7,21.1,0.744,11.7,37,11.2,6.42,3.84,14.1,18
Rice,35,-1.95,1.4,76.9,76.6,27.3,58.6,0.466,8.8,25,0.352,13.5,18.3,0.738,8.4,34.9,15.2,5.94,2.43,12.9,15.5
Richmond,33,1.43,0.34,68.9,67.8,23.8,54.3,0.439,7.91,23.9,0.33,13.3,17.9,0.745,6.85,32.3,12.2,5.73,2.36,11.5,15.1
Rider,30,-3.49,-4.9,70.2,67.6,26.4,58.2,0.454,5,15,0.334,12.3,16.7,0.735,11.3,36.2,11.4,5.37,2.23,11.5,18.3
Robert Morris,33,-5.83,-5.57,69.3,66.8,25.6,57.7,0.443,7.12,21.3,0.334,11,15.3,0.721,10.2,34.7,13.8,6.67,4.09,13.1,16.2
Rutgers,34,14.58,7.31,68.4,61.1,25.5,59.2,0.431,5.74,17.9,0.321,11.7,16.7,0.7,11.6,36.8,15.1,8.74,3.85,11.4,16
Sacramento State,32,-4.63,-1.6,66.1,67.8,24.3,54.7,0.444,6.78,19.7,0.345,10.7,15.3,0.697,10.9,35.7,13.6,4.47,2.66,13.3,15.5
Sacred Heart,33,-12.78,-10.91,70.7,71.2,26.2,60.7,0.432,6.94,22.2,0.313,11.4,16.8,0.678,10.6,35.8,13.5,7.85,3.27,13.3,15.2
Saint Francis (PA),31,-13.41,-9.27,73,73.7,26.2,56.8,0.462,7.74,20.4,0.379,12.8,18.2,0.704,8.55,33.5,13.9,4.42,2.06,12.6,16.5
Saint Joseph's,33,-0.33,-0.3,72.4,72.4,24.8,58.2,0.426,8.79,26.7,0.329,14,19.9,0.703,10.4,34.6,12.1,6.55,3.24,12.8,17.5
Saint Louis,33,6.04,2.85,75.5,71.2,27.9,59.7,0.468,6.97,19.5,0.357,12.8,17.5,0.731,10.2,38,16.5,5.03,4,12.1,16.9
Saint Mary's (CA) NCAA,35,17.41,7.18,70.7,60.1,25.4,55.8,0.455,7.51,20.6,0.365,12.4,17.9,0.694,10.6,35.3,12.5,6.83,3.49,10.7,16.5
Saint Peter's,32,-9.9,-5.25,62.1,65.1,22.4,57.2,0.391,5.94,20.3,0.293,11.4,16.5,0.689,13.5,35,10.5,6.25,3.19,12.3,21.3
Sam Houston,34,7.15,1.08,72.2,59.3,26.3,57.7,0.456,8.15,21.5,0.379,11.4,16.9,0.677,11.4,36.8,13.5,8.21,2.24,13.1,17.8
Samford,32,0.5,-4.36,78.7,71.6,26,57.3,0.454,9.06,25.7,0.353,17.7,23.6,0.747,9.97,35.5,11.7,8.13,2.59,12.7,18.7
San Diego,31,-2.06,3.28,77.1,80.5,27.4,60.7,0.451,7.87,22.3,0.353,14.5,18.9,0.765,10.1,33.1,12.8,6.68,1.77,11.5,17.6
San Diego State NCAA,39,15.81,8.92,71.2,63.5,25.3,57.7,0.438,6.95,19.9,0.348,13.6,18.9,0.722,10.9,36.3,12.9,6.72,3.87,11.6,16.3
San Francisco,34,6,3.63,76.2,73.4,26,58.1,0.447,10.3,28.4,0.361,14,18.7,0.75,9.59,34.5,12.8,6.76,2.5,13.8,18.5
San Jose State,35,5.17,4.52,67.5,66.2,24.8,57,0.435,7.57,23.3,0.326,10.3,15.1,0.679,12.1,38.1,12.2,4.06,4.14,11.9,15.6
Santa Clara,33,8.55,5.05,76.9,73.1,27.8,61.4,0.454,8.33,22.5,0.371,12.9,18.3,0.704,10.6,38.2,13.9,5.94,3.79,12.5,15.7
Seattle,32,0.91,0.67,72,69,24.6,61,0.402,8.59,27.2,0.316,14.3,19.8,0.718,11.2,37.1,11.9,6.13,3.09,11.9,18.2
Seton Hall,33,11,8.5,68.4,65.1,23.8,54.1,0.439,5.76,17.7,0.325,15.1,22,0.686,10.6,35.1,12.2,8.24,4.33,13.8,17.8
Siena,32,-3.44,-4.82,68.6,67.2,23.9,55.3,0.433,6.66,19.1,0.349,14.1,19.1,0.736,10.1,34.3,12.8,5.69,4.22,13.1,17.1
South Alabama,35,3.58,-0.49,70.9,65.2,27.3,58.2,0.469,7.6,22,0.345,8.77,12.8,0.687,6.91,32.7,11.4,6.06,4.31,9.77,14.6
South Carolina,32,-2.28,6,64.3,72.6,23.3,57.7,0.403,7.63,23.6,0.323,10.2,15.5,0.661,11.8,34.1,11.1,4.91,2.63,13.2,16
South Carolina State,31,-16.73,-4.13,73.4,83.8,27,63.9,0.423,6.87,21.6,0.317,12.4,18.5,0.67,13.8,35.4,14,7.23,3.23,15.7,20.5
South Carolina Upstate,32,-7.44,-3.81,68.7,69.5,25.3,55.4,0.456,6.53,19.4,0.337,11.7,17.8,0.654,8.38,31.7,11.7,7.41,4.56,13.2,19.9
South Dakota,31,-9.87,-3.32,69.3,73.6,24.4,56.5,0.431,8.87,22.8,0.39,11.7,15.4,0.765,8.61,33.6,12.4,4.45,1.55,11.6,17.4
South Dakota State,32,-1.82,-2.07,70.9,69.8,25.4,56.4,0.45,7.69,21.9,0.351,12.5,15.8,0.792,6.97,32.5,10.7,5.19,2.88,11.6,14.3
South Florida,32,1.95,1.95,72,72,26.4,59.2,0.446,7.38,22,0.336,11.8,18.2,0.651,11.9,37.4,13.4,6.47,3.06,13.7,17.8
Southeast Missouri State NCAA,36,-7.4,-6.81,77.5,75.9,26.6,60.9,0.437,7.94,24.3,0.327,16.3,23,0.709,9.64,35.1,13.8,6.97,3.19,13.1,21.3
Southeastern Louisiana,32,-8,-6.73,77.6,76,27.8,60.7,0.458,7.75,21,0.369,14.3,19.3,0.742,10.3,34.6,14.2,7.28,1.81,12.2,17.4
Southern,32,-8.57,-6.5,71.9,71.3,25.1,58.5,0.429,7.63,23,0.331,14,19.6,0.715,8.78,32.4,14.1,8.69,2.34,14.6,20
Southern California NCAA,33,13.06,8,72.5,67.4,25.9,56.9,0.455,6.48,18.8,0.345,14.1,18.9,0.745,9.39,35.3,13.5,6.88,5.06,12.4,17.2
Southern Illinois,33,1.15,-2.14,65.7,61.4,23.3,52,0.448,7.85,24.1,0.326,11.2,15.5,0.723,6.91,31.5,13.9,7.21,2.12,12.5,16.3
SIU Edwardsville,33,-6.45,-7.52,74.6,71.3,25.3,58.1,0.435,7.15,21.8,0.329,16.9,23.2,0.729,11.3,37,12.3,6.91,4.27,12.8,17.5
Southern Indiana,33,-8.87,-7.13,75.8,74.2,26.3,60.6,0.434,9.7,25.9,0.375,13.5,20.1,0.671,12.2,38.5,12.7,7.18,2.33,13.3,18.3
Southern Methodist,32,-0.12,5.2,70.3,75.6,25.3,60,0.422,6.28,20.2,0.311,13.3,19.8,0.674,10.5,34.9,13.6,7.06,3.38,12.9,17.4
Southern Mississippi,33,3.31,-1.56,73.8,66.1,26.7,58.7,0.455,6.97,21.6,0.322,13.5,18.8,0.714,11.1,36.5,14.8,8.36,2.64,12.2,16.5
Southern Utah,37,3.39,1.42,82.8,74.7,28.8,61.8,0.465,8.46,24,0.353,16.8,23.2,0.725,10.7,38.6,13.1,7.24,3.38,13.3,18.4
St. Bonaventure,32,-1.32,-0.41,66.8,67.7,24,56.1,0.429,7.06,20.3,0.348,11.6,16.5,0.703,9.41,32.8,11.9,7,3.38,12.7,18.6
St. Francis (NY),30,-16.49,-11.17,64.9,67.8,22.9,56.7,0.404,6.8,19.2,0.354,12.2,17.5,0.698,11.4,33.9,12.3,7.43,4.8,13.8,15.3
St. John's (NY),33,8.64,6.49,77.3,75.2,29.4,65.4,0.449,5.85,17.7,0.331,12.7,18.2,0.699,13.1,40.1,15.2,8.24,3.73,14,16.2
St. Thomas,33,-3.1,-4.65,74.2,70.2,25.7,57.4,0.447,9,25.6,0.352,13.8,17.6,0.785,8.24,31.9,12.9,5.94,2.33,9.91,17.4
Stanford,33,9.64,7.67,70.3,68.4,25.4,56.2,0.452,8.09,22.3,0.363,11.5,16.5,0.694,10.4,34.5,14.8,5.7,3.21,12.5,16.9
Stephen F. Austin,32,0.73,-0.69,75.8,69.9,27.1,57.3,0.473,6.34,16.6,0.382,15.3,21.4,0.716,10.7,34.4,15.1,8.88,2.59,15.4,21.4
Stetson,31,-2.83,-2.69,76.8,73.8,27.6,60,0.461,10,26.2,0.383,11.5,14.9,0.772,10.3,35,13.8,5.13,3.19,10.6,15.6
Stonehill,31,-12.86,-8.59,67,69.6,23.2,52.7,0.441,7.71,21.8,0.353,12.8,16.9,0.758,6.26,31.1,12.3,7.06,2.84,13.5,15.1
Stony Brook,33,-12.45,-4.13,63.1,69.1,22,53.2,0.413,7.76,24.1,0.322,11.4,15.3,0.744,7.64,33.9,11.8,4.36,2.52,12.5,15.1
Syracuse,32,5.39,4.17,74.1,72.9,27.2,58.8,0.463,6.19,17.1,0.362,13.5,18,0.749,10.1,34.8,14.3,7.53,5.03,11.7,13.3
Tarleton State,34,-0.76,1.71,71.9,67.9,24.9,54.9,0.453,4.79,14,0.342,17.3,24.6,0.704,9.56,31.7,12.9,9.71,2.82,12.5,20.4
TCU NCAA,35,15.61,8.78,75.3,68.4,27.6,60.8,0.453,5.63,18.2,0.31,14.5,20.7,0.699,11.5,35.8,16.1,8.03,4.74,11.9,16.5
Temple,32,4.68,5.3,69.6,70.2,23.6,55.4,0.425,7.97,24.2,0.33,14.5,19.2,0.757,9.72,35.2,13.8,4.97,4,13.6,16.8
Tennessee NCAA,36,20.84,7.98,70.8,57.9,25.2,58.3,0.433,7.67,23.3,0.329,12.6,17.9,0.708,12.9,38.4,16.7,8.25,3.61,12,16.6
Tennessee State,32,-9.01,-8.94,78.1,75,27.1,60.5,0.449,8.78,25.1,0.35,15.1,21.7,0.695,10.5,36.4,13.3,5.84,3.28,12.6,20.4
Tennessee Tech,33,-9.4,-6.37,73.7,73.4,26.1,59.6,0.437,9.15,25.1,0.364,12.4,17.3,0.719,9.39,35.1,14.4,6.27,2.42,12.6,16
Tennessee-Martin,33,-8.67,-7.91,80.5,75.4,28.6,62.4,0.459,7.73,23.4,0.331,15.5,21.5,0.722,10.5,39.2,13.6,7.55,3.45,11.9,18.3
Texas NCAA,38,20.56,10.43,78,67.8,28.5,60.2,0.473,7.21,20.8,0.347,13.8,18.4,0.748,9.63,34.1,16.2,7.87,3.58,11.6,17.4
Texas A&M NCAA,35,13.76,7.42,72.8,66.5,23.9,55.2,0.432,6.2,19,0.326,18.9,24.9,0.759,12.4,36.8,12.5,6.71,2.34,12.3,18.2
Texas A&M-Corpus Christi NCAA,35,-2.57,-7.02,80.1,73.2,27.7,61.5,0.451,7.66,21,0.364,16.9,21.4,0.792,12.1,37.3,15.3,8.46,1.71,12.8,19
Texas Southern NCAA,35,-10.56,-5.05,69.2,71.9,25.5,59.9,0.427,4.66,16.8,0.277,13.5,20.3,0.664,11.6,37.5,11.8,6.71,3.31,14.6,18.8
Texas State,35,-2.32,-0.7,66,66.7,24.2,54.8,0.442,4.4,14.3,0.307,13.1,18,0.729,10.3,32.7,9.89,6.29,3.54,11.7,18
Texas Tech,32,12.58,8.24,73.3,69,26,56.6,0.459,7.19,20.8,0.345,14.2,19.7,0.722,10.4,35.2,12.9,7.31,2.91,13.8,15.4
Texas-Rio Grande Valley,32,-6.48,-0.55,78.7,78.2,27.1,57.9,0.469,6.94,20.5,0.339,17.5,25.1,0.698,10.8,37.8,15.8,4.72,3.25,16.1,20
The Citadel,32,-12.13,-3.77,67.4,74.2,24.1,55.8,0.432,7.13,21.9,0.325,12.1,16.1,0.755,7.31,31.7,11.4,5.5,2.66,12.3,16.8
Toledo,35,5.76,-2.57,85.4,76.9,30.2,61.1,0.494,8.63,21.8,0.395,16.4,21.3,0.77,10.1,34.1,14.9,6.8,2.91,9.6,16.1
Towson,33,0.24,-4.79,71.8,66.7,26.1,58.2,0.447,7.36,20.1,0.367,12.3,17.3,0.708,12.3,37.3,14,6.21,3.42,12.2,16.3
Troy,33,1.39,-1.25,73.2,66.8,26,58.9,0.441,7.73,24.2,0.32,13.4,19.2,0.701,11,34.9,13.5,8.73,2.61,12.8,16.9
Tulane,31,5.46,2.69,79.9,77.2,27.8,60.4,0.46,7.77,23,0.338,16.6,21.4,0.777,6.81,33.5,15.6,8.45,4.19,11.3,16.5
Tulsa,30,-8.48,3.66,65.3,77.4,23.8,57.8,0.413,7.67,24.5,0.313,9.97,15.4,0.646,9.03,31.9,11.6,5.47,1.5,13.2,15.5
UAB,39,10.96,1.7,80.7,70.3,28.5,63.1,0.452,7.08,19.9,0.355,16.6,22.5,0.741,13.5,40.9,14.1,8.05,4.26,12.5,17
UC Davis,32,-0.31,-1.74,74.8,71.1,25.3,56.9,0.445,6.69,19.7,0.34,17.5,24.7,0.709,11.8,37.1,12.2,7.09,2.81,14.7,18.8
UC Irvine,35,4.16,-0.6,74.8,67.2,27.7,59.5,0.465,7.06,18.7,0.377,12.3,17.1,0.72,9.74,37,14.8,7,2.49,12.3,19
UC Riverside,34,0.72,-0.34,72.4,69.2,26.6,60.2,0.443,8.35,23.1,0.362,10.8,15.5,0.698,11.5,36.8,13.2,5.15,1.79,12.3,18.5
UC San Diego,30,-6.94,-0.76,68.6,73,24.7,57.3,0.43,7.6,23.2,0.328,11.6,15.7,0.739,8.3,33.5,12,5.8,2.23,12.1,16.1
UC Santa Barbara NCAA,35,3.3,-2.03,71.7,65.9,26.4,53.6,0.493,5.54,15.9,0.35,13.4,18.4,0.727,7.97,31.8,14.1,6.34,2.49,11.3,16.1
UCF,34,11.09,5.09,71.5,65.5,24.9,58.2,0.428,8.68,24.6,0.353,13,16.8,0.771,11.6,35,13.8,7.68,3.79,13.3,16.6
UCLA NCAA,37,22.11,8.66,74.1,60.7,27.9,60.7,0.46,6.14,17.6,0.349,12.2,16.6,0.731,11.3,35.3,14.5,8.38,3.84,10,15.5
UNC Asheville NCAA,35,-1.74,-4.35,74.4,69.1,25.6,54,0.475,7.83,20.2,0.388,15.3,22.1,0.694,8.43,34.8,12.7,6.31,4,14.2,15.5
UNC Greensboro,32,1.66,-2.91,72.1,64.5,25.5,57.2,0.446,7.94,22.4,0.354,13.1,18.3,0.716,10.3,36.9,14.5,7.13,2.59,11.8,16.7
UNC Wilmington,34,-1.17,-3.05,68.9,64.3,23.9,53.9,0.444,6.15,18.4,0.335,14.9,20.5,0.729,9.53,33.2,10.7,6.76,2.79,12,18.4
UT Arlington,32,-4.98,2.12,66.4,68.4,24.1,58.2,0.414,6.47,20.1,0.322,11.7,17.8,0.656,12.7,35.9,13.5,6.38,3,13.8,19.3
Utah,32,11.34,6.53,68.7,63.8,24.7,57.9,0.427,7.25,21.8,0.332,12,16.9,0.708,11.2,39.2,14.4,5.03,3.94,12,15.2
Utah State NCAA,35,14.23,6.81,78.2,69.9,27.1,56.4,0.479,9.29,24,0.387,14.8,19.4,0.763,8.57,35.5,16.7,5,3.34,12.2,16.8
Utah Tech,33,-0.16,1.01,75.6,73.3,25.1,54.6,0.459,8.64,22.7,0.381,16.8,23.8,0.704,9.73,34.1,13.2,6.64,2.24,15.1,19.6
Utah Valley,37,8.48,1.83,77.4,68.6,27.6,59.5,0.465,6.54,19.7,0.332,15.6,21.1,0.74,10.2,40.3,16.1,6.46,6.54,13.8,17.5
UTEP,32,-0.74,1.82,68.5,68.5,24.9,55.5,0.448,4.94,16.8,0.294,13.8,21.8,0.632,11.7,35.1,12,9,2.66,15.8,18
UTSA,32,-7.74,1.16,69.3,76.6,23.4,57.1,0.41,7.34,22,0.334,15.1,20.6,0.734,10.7,35.4,10.4,4.28,2.53,13.7,17.6
Valparaiso,32,-8.72,-2.75,68.9,73.6,25.4,57.9,0.44,6.19,20.9,0.296,11.9,16.3,0.728,7.84,34,13.6,5.84,2.59,12.7,16.6
Vanderbilt,37,8.98,8.55,71.9,71.5,25.1,59.1,0.425,8.38,24.9,0.336,13.3,18.6,0.712,11.3,36.2,11.6,5.05,4.54,10.8,16.3
Vermont NCAA,34,1.63,-3.13,72.7,66.9,26.5,55.9,0.474,8.59,24,0.358,11.1,15.9,0.697,6.47,31.3,13.7,5.88,2.88,9.35,14.8
Villanova,34,10.61,8.69,69.6,67.7,23.7,54.5,0.436,8.71,26,0.334,13.4,16.4,0.82,7.24,31.7,11.1,5.71,1.71,10.1,15.8
Virginia NCAA,33,13.28,5.98,67.8,60.5,24,53.5,0.449,6.67,19.1,0.35,13.1,18.6,0.703,8.27,32.2,15.7,6.82,4.3,8.55,14.3
Virginia Commonwealth NCAA,35,9.89,1.95,70.9,62.9,24.7,53.3,0.463,6.06,17.4,0.348,15.4,22.2,0.696,9.26,33.2,13,8.89,4.57,13.4,16.4
VMI,32,-16.14,-3.45,69.4,76.8,25,60.1,0.416,9.66,27.5,0.351,9.72,12.7,0.766,10.9,35.3,11.4,5.38,1.16,12.8,15.1
Virginia Tech,34,9.36,5.3,74.1,70.1,27.4,58.3,0.469,8.26,23.1,0.358,11.1,15.1,0.735,8.47,33.3,15.5,5.21,3.15,9.88,15.5
Wagner,28,-11.81,-10.85,63.1,61.7,23.4,58.1,0.403,6.46,20.8,0.31,9.82,14.4,0.682,12.9,35.9,12.1,6.75,1.75,12,19.3
Wake Forest,33,8.25,5.43,76.6,73.8,26.6,57.8,0.46,9.55,26.2,0.364,13.8,18.6,0.746,8.33,34.2,13.5,6.03,2.73,12.1,16
Washington,32,6.78,7.94,69.2,70.3,24.6,57,0.431,6.53,20.9,0.313,13.5,18,0.749,8.94,33.8,11.5,6.88,5.16,14,16.5
Washington State,34,10.53,7.91,68.4,65.7,23.9,56.4,0.424,9.12,24.5,0.373,11.4,15.9,0.716,10.9,34.8,11.9,4.88,2.74,12,16
Weber State,33,-2.94,-1.33,67.2,67.5,23.6,52.3,0.451,6.61,19.6,0.337,13.4,17.5,0.766,6.61,31.3,10.6,6.06,1.42,12.8,17.6
West Virginia NCAA,34,15.95,10.89,76,70.9,25.9,57.4,0.452,7.29,20.8,0.35,16.8,22.6,0.743,11.3,33.9,13,6.68,3.06,12.9,18.6
Western Carolina,34,-6.34,-4.08,73.9,70.7,25.6,59.3,0.432,8.5,25,0.34,14.2,19.8,0.715,9.85,36.9,12.6,5.38,2.59,10.7,17.3
Western Illinois,30,-7.59,-4.73,73,72.4,26.5,58.5,0.453,6.97,21.7,0.321,13.1,18.7,0.7,9.47,34.5,13.7,5.8,3.57,10.7,14.5
Western Kentucky,33,-0.81,1.09,71.4,70.6,25.4,57.8,0.44,7.55,21.1,0.358,13,18.2,0.712,9.09,34.9,12.6,6.18,5.24,11.6,14.8
Western Michigan,31,-10.55,-2.34,69.9,74,25.4,58.7,0.432,8.06,24.4,0.33,11.1,15.5,0.714,12.2,37,12.8,4.61,2.19,12.7,16.8
Wichita State,32,5.78,3.25,71,68.5,25.8,57.5,0.45,6.63,21.4,0.309,12.7,17.7,0.716,9.75,36.3,13.3,6.34,4.03,12.5,14.9
William & Mary,33,-10.99,-4.18,67.2,70.3,24,55.4,0.432,7.76,21.2,0.367,11.5,16.9,0.682,10,33.2,12.2,6.03,2.03,12.1,16.2
Winthrop,32,-6.63,-3.59,73.8,74.4,24.6,52.2,0.471,8.84,23.7,0.374,15.7,21.3,0.739,8.13,31,11.4,5.13,3.06,14,16.8
Wisconsin,35,10.98,9.29,65.3,63.6,23.7,57.3,0.414,7.89,23.1,0.342,9.89,14.3,0.691,7.94,31.7,11.6,5.91,1.49,8.63,15.8
Wofford,33,-5.02,-3.32,74.7,72.5,27.5,58.1,0.473,7.48,22.7,0.33,12.3,16.7,0.737,9.45,33,12.5,5.7,2.06,10.9,14.2
Wright State,33,-2.34,-5.89,79.9,73.7,31.2,62.9,0.496,6.21,17.4,0.357,11.2,15.2,0.737,9.21,36.7,15,6.27,3,12.7,15.6
Wyoming,31,2.02,6.12,69.2,72.1,23.9,54.2,0.44,8.65,24.8,0.349,12.8,18,0.711,7.94,32.1,11.1,4.87,2.55,12,15.7
Xavier NCAA,37,16.03,9.16,80.9,74.1,30,61,0.492,7.41,19,0.39,13.6,19.1,0.71,10.3,37.7,19.1,6.38,3.24,12.4,16
Yale,30,7.81,-1.62,75.8,63.2,28,58.8,0.477,7.47,20.7,0.361,12.2,17.6,0.694,9.93,37.8,14.6,6.37,4.1,11.2,17.4
Youngstown State,34,1.67,-5.83,81.9,72.5,29.9,61.4,0.487,7.97,21.9,0.365,14.1,18.1,0.779,10.3,35.4,15.3,7,2.76,11.1,16.2
